Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.87 B,22.14,27.06,4.10,,1.41%,6.80%,4.45%,
12M 2009,0.87 B,42.57,14.07,3.27,,2.40%,12.22%,3.48%,
12M 2010,0.87 B,40.43,14.82,3.11,,2.23%,11.01%,3.10%,
12M 2011,0.87 B,55.38,10.82,2.93,,2.31%,13.87%,3.56%,
12M 2012,0.87 B,63.36,24.62,6.64,,2.16%,14.71%,3.20%,
12M 2013,0.87 B,93.89,6.92,2.04,,2.26%,17.92%,3.58%,
12M 2014,0.87 B,122.31,8.99,2.16,,2.04%,18.94%,3.23%,
12M 2015,1.04 B,-42.88,-83.84,6.76,,-0.73%,-4.01%,-0.81%,
12M 2016,1.04 B,-484.83,-4.23,5.23,,-11.73%,-45.57%,-11.05%,
12M 2017,1.37 B,-92.52,-18.75,7.98,,-2.83%,-11.33%,-1.02%,
12M 2018,1.39 B,7.11,246.13,7.72,22.20 B,0.25%,0.87%,0.37%,
12M 2019,1.39 B,22.29,78.51,8.45,24.55 B,0.77%,2.66%,0.49%,
12M 2020,1.39 B,-50.82,-34.44,10.55,20.35 B,-1.90%,-6.67%,0.45%,
12M 2021,1.39 B,-31.72,-55.17,13.65,(34.95 B),-1.04%,-2.18%,-1.02%,
12M 2022,2.39 B,6.94,198.13,15.39,6.88 B,0.27%,0.50%,0.03%,
12M 2023,3.69 B,13.24,94.03,12.94,69.52 B,0.80%,1.45%,0.99%,
12M 2024,3.69 B,21.35,126.00,23.07,111.89 B,1.16%,2.28%,1.59%,
