Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(338 B),(0 B),(338 B),-389.28
12M 2009,238 B,(1 B),236 B,272.19
12M 2010,(44 B),(5 B),(49 B),-56.05
12M 2011,146 B,(4 B),142 B,163.15
12M 2012,58 B,(2 B),56 B,64.46
12M 2013,226 B,(6 B),220 B,253.06
12M 2014,920 B,(9 B),911 B,1049.43
12M 2015,(116 B),(2 B),(118 B),-113.00
12M 2016,(998 B),(1 B),(999 B),-959.27
12M 2017,(375 B),(2 B),(377 B),-274.14
12M 2018,(487 B),(7 B),(494 B),-355.78
12M 2019,439 B,(2 B),437 B,314.85
12M 2020,(109 B),(1 B),(110 B),-78.92
12M 2021,(232 B),(4 B),(236 B),-170.07
12M 2022,(277 B),(9 B),(286 B),-119.61
12M 2023,"(1,055 B)",(8 B),"(1,062 B)",-287.93
12M 2024,243 B,(9 B),235 B,63.65
