Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,,,0.0
12M 2009,,,,,,,,,11.5,11.74,0.11,0.11,,,0.0
12M 2010,,,,,,,,,11.27,11.28,0.11,0.11,,,0.0
12M 2011,,,,,,,,,10.28,10.42,0.1,0.09,,,0.0
12M 2012,,,,,,,,,11.32,11.76,0.09,0.08,,,0.0
12M 2013,,,,,,,,,14.6,13.99,0.09,0.08,,,0.0
12M 2014,,,,,,,,,19.21,19.27,0.1,0.09,,,0.0
12M 2015,,,,,,,,,6.49,6.78,0.1,0.09,,,0.0
12M 2016,,,,,,,,,2.85,2.86,0.08,0.09,,,0.0
12M 2017,,,,,,,,,2.23,2.25,0.07,0.07,,,0.0
12M 2018,,,,,,,,,2.5,2.38,0.08,0.08,,,0.0
12M 2019,,,,,,,,,2.31,2.34,0.07,0.07,,,0.0
12M 2020,,,,,,,,,1.87,1.89,0.06,0.06,,,0.0
12M 2021,,,,,,,,,1.41,1.41,0.04,0.05,,,0.0
12M 2022,,,,,,,,,1.66,1.67,0.04,0.04,,,0.0
12M 2023,,,,,,,,,2.79,2.8,0.06,0.06,,,0.0
12M 2024,,,,,,,,,3.41,3.42,0.07,0.06,,,0.0
