Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2014,1.53,1.28,0.24,1.97,0.0,0.0,0.07,0.12,0.97
12M 2015,3.14,2.9,0.12,1.39,0.0,0.0,-0.17,0.09,0.39
12M 2016,2.62,2.35,0.08,1.4,0.0,0.0,-0.02,0.06,0.4
12M 2017,2.7,2.33,0.24,1.52,0.0,0.0,0.15,0.16,0.52
12M 2018,2.49,1.74,0.33,1.58,0.0,0.0,0.24,0.21,0.57
12M 2019,2.18,1.41,0.39,1.66,0.0,0.0,0.31,0.24,0.65
12M 2020,1.4,0.94,0.6,1.99,0.0,0.0,0.56,0.3,0.98
12M 2021,1.2,0.87,0.74,2.43,0.0,0.0,0.74,0.31,1.42
12M 2022,1.27,1.03,0.87,2.49,0.0,0.0,0.86,0.35,1.47
12M 2023,1.14,0.92,0.81,2.56,0.0,0.0,0.8,0.32,1.55
12M 2024,1.16,0.85,0.68,2.23,0.0,0.0,0.65,0.31,1.22
