Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,18.95 B,7.61,53.48,4.61,,3.09%,7.69%,15.29%,3.54
12M 2008,28.48 B,4.80,10.62,0.52,,1.60%,2.69%,6.49%,2.87
12M 2009,28.48 B,3.46,42.49,1.22,,0.86%,1.95%,3.42%,1.31
12M 2010,28.48 B,0.35,671.43,1.94,,0.08%,0.19%,1.91%,0.40
12M 2011,28.48 B,-27.47,-9.46,2.32,,-6.41%,-17.91%,-1.75%,-0.23
12M 2012,30.58 B,-102.63,-0.49,0.51,,-34.67%,-191.60%,-6.48%,-0.64
12M 2013,30.58 B,-86.50,-0.58,0.63,,-28.98%,262.66%,0.07%,
12M 2014,30.58 B,-93.88,-0.53,1.05,,-37.84%,74.03%,-34.10%,-1.10
12M 2015,30.58 B,-282.52,-0.18,2.40,,-358.30%,69.05%,213.08%,-5.10
12M 2016,30.58 B,-45.52,-1.10,8.89,,-88.68%,10.02%,16.16%,-1.35
12M 2017,36.77 B,-40.69,-1.23,233.60,,-208.42%,10.57%,11.55%,-1.19
12M 2018,36.77 B,-19.59,-2.55,215.66,(35.23 B),-100.99%,4.67%,0.42%,-0.06
12M 2019,36.77 B,0.20,250.00,178.95,(22.93 B),46.44%,-0.05%,0.24%,-1551.93
12M 2020,36.77 B,-2.94,-17.01,174.50,(11.37 B),-3310.72%,0.96%,0.21%,-0.13
12M 2021,36.82 B,-2.32,-21.55,35.33,(6.18 B),-411.06%,1.49%,0.71%,-0.07
12M 2022,36.82 B,-3.06,-16.34,38.48,(16.61 B),-339.15%,1.93%,1.84%,-0.19
12M 2023,36.82 B,1.39,35.97,22.85,(26.59 B),84.80%,-0.88%,3.20%,-0.30
