Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,1.82,1.78,1.07,2.49,0.0,0.0,0.91,0.43,1.49
12M 2008,2.2,2.17,0.44,1.68,0.0,0.0,0.34,0.26,0.68
12M 2009,0.84,0.83,0.96,2.27,0.0,0.0,0.82,0.42,1.27
12M 2010,0.82,0.8,1.05,2.38,0.0,0.0,0.99,0.44,1.38
12M 2011,0.32,0.32,1.31,2.8,0.0,0.0,1.28,0.47,1.8
12M 2012,0.27,0.26,3.06,5.53,0.0,0.0,2.9,0.55,4.53
12M 2013,0.09,0.09,-6.08,-9.06,-0.0,0.0,-6.04,0.67,-10.06
12M 2014,0.03,0.02,-0.04,-1.96,-0.0,0.0,-0.04,0.02,-2.96
12M 2015,0.01,0.01,-0.0,-0.19,-0.0,0.0,0.0,0.0,-1.19
12M 2016,0.01,0.01,-0.0,-0.11,-0.0,0.0,0.0,0.0,-1.11
12M 2017,0.0,0.0,-0.0,-0.05,-0.0,0.0,0.0,0.0,-1.05
12M 2018,0.0,0.0,-0.0,-0.05,-0.0,0.0,0.0,0.0,-1.05
12M 2019,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.0
12M 2020,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.0
12M 2021,0.02,0.02,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.0
12M 2022,0.01,0.01,-0.0,-0.01,-0.0,0.0,0.0,0.0,-1.01
12M 2023,0.04,0.04,-0.0,-0.01,-0.0,0.0,0.0,0.0,-1.02
