Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,2.02 B,-40.38,-4.71,0.64,,-9.06%,-22.31%,-35.43%,-4.16
12M 2014,2.02 B,-39.45,-4.89,0.66,,-9.17%,-27.18%,-22.08%,-4.59
12M 2015,2.02 B,-69.68,-2.58,0.73,,-17.91%,-78.16%,-28.65%,-4.99
12M 2016,2.02 B,20.65,4.60,0.41,,6.27%,19.18%,-8.76%,-2.78
12M 2017,2.02 B,-11.31,-6.81,0.33,,-2.73%,-11.43%,-5.96%,-1.49
12M 2018,2.02 B,9.99,8.11,0.32,35.22 B,2.24%,8.56%,-0.51%,-0.09
12M 2019,2.02 B,-19.61,-3.06,0.29,28.53 B,-4.65%,-21.12%,-2.09%,-0.28
12M 2020,2.02 B,-4.18,-12.44,0.30,34.82 B,-1.10%,-4.61%,0.32%,0.06
12M 2021,2.02 B,11.45,10.13,0.53,68.06 B,3.16%,11.09%,8.78%,2.17
12M 2022,2.02 B,0.49,108.16,0.25,43.86 B,0.13%,0.44%,3.86%,0.72
12M 2023,2.02 B,9.87,5.07,0.30,53.99 B,2.64%,8.14%,5.25%,0.94
12M 2024,2.02 B,5.31,7.72,0.20,58.27 B,1.40%,4.01%,5.04%,0.91
