Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.86,0.86,0.0,2.46,0.0,0.0,1.01,0.45,1.46
12M 2014,0.71,0.18,1.57,2.96,0.0,0.0,1.47,0.53,1.96
12M 2015,0.67,0.15,2.51,4.36,0.0,0.0,2.37,0.57,3.36
12M 2016,1.38,0.32,0.82,3.06,0.0,0.0,0.75,0.27,2.06
12M 2017,0.94,0.18,1.59,4.18,0.0,0.0,1.54,0.38,3.18
12M 2018,0.91,0.16,1.49,3.82,0.0,0.0,1.48,0.39,2.82
12M 2019,1.11,0.17,0.23,4.54,0.0,0.0,1.95,0.43,3.54
12M 2020,1.17,0.13,1.68,4.2,0.0,0.0,1.68,0.4,3.2
12M 2021,1.2,0.16,1.2,3.51,0.0,0.0,1.19,0.34,2.51
12M 2022,1.13,0.13,1.27,3.32,0.0,0.0,1.25,0.38,2.32
12M 2023,1.07,0.14,1.08,3.08,0.0,0.0,1.07,0.35,2.08
12M 2024,1.2,0.17,0.83,2.86,0.0,0.0,0.83,0.29,1.86
