Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,1.05,180.97,1.05,180.97,402 B,,402 B,370 B,(73 B)
12M 2014,1.33,145.13,1.33,145.13,458 B,0 B,458 B,431 B,(168 B)
12M 2015,2.02,89.15,2.02,89.15,450 B,0 B,450 B,426 B,(176 B)
12M 2016,0.88,107.68,0.88,107.68,156 B,22 B,178 B,163 B,100 B
12M 2017,0.78,98.91,0.78,98.91,230 B,88 B,318 B,307 B,(21 B)
12M 2018,0.69,116.76,0.69,116.76,351 B,0 B,351 B,349 B,(41 B)
12M 2019,0.65,92.82,0.65,92.82,324 B,42 B,366 B,365 B,43 B
12M 2020,0.57,90.72,0.57,90.72,275 B,33 B,308 B,307 B,54 B
12M 2021,1.12,103.26,1.12,103.26,250 B,,250 B,248 B,59 B
12M 2022,0.47,112.28,0.47,112.28,288 B,0 B,288 B,283 B,42 B
12M 2023,0.41,121.16,0.41,121.16,263 B,0 B,264 B,262 B,23 B
12M 2024,0.31,132.21,0.31,132.21,221 B,1 B,222 B,220 B,59 B
