Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,-8.29,-8.29,0.86
12M 2014,138.89,88.93,57.26,170.56,2.63,8.66,4.1,2.06,1.51,1.55,0.67,0.67,-3.49,-3.49,0.71
12M 2015,41.78,201.18,58.6,184.36,8.74,9.12,1.81,1.75,1.31,1.25,0.6,0.57,-2.82,-2.82,0.67
12M 2016,44.38,218.67,58.09,204.96,8.22,6.99,1.67,1.71,1.48,1.99,0.65,0.72,4.69,4.69,1.38
12M 2017,44.47,221.07,67.41,198.13,8.21,10.46,1.65,1.65,1.41,1.17,0.63,0.57,-21.99,-21.99,0.94
12M 2018,37.56,245.36,65.34,217.58,9.72,8.75,1.49,1.33,1.23,1.16,0.59,0.55,-12.66,-12.66,0.91
12M 2019,47.24,323.75,52.38,318.61,7.73,7.57,1.13,1.08,1.04,1.08,0.48,0.49,9.87,9.87,1.11
12M 2020,44.55,396.54,39.44,401.65,8.19,10.89,0.92,0.9,0.94,0.94,0.43,0.43,6.47,6.47,1.17
12M 2021,30.98,320.59,28.42,323.15,11.78,11.62,1.14,1.17,1.27,1.3,0.59,0.59,7.41,7.41,1.2
12M 2022,32.1,315.56,28.01,319.65,11.37,10.38,1.16,1.14,1.26,1.25,0.57,0.56,10.05,10.05,1.13
12M 2023,39.45,404.19,39.34,404.3,9.25,8.63,0.9,0.94,0.95,0.91,0.45,0.45,14.97,14.97,1.07
12M 2024,38.25,314.0,48.44,303.81,9.54,9.05,1.16,1.17,1.09,1.13,0.54,0.55,6.97,6.97,1.2
