Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,9.51 B,-1.65,-40.61,7.95,,-0.62%,-0.71%,-1.56%,-3.43
12M 2009,10.02 B,0.25,396.00,6.10,,0.09%,0.11%,0.94%,1.62
12M 2010,28.54 B,2.91,36.43,6.82,,1.73%,2.02%,4.02%,95851.64
12M 2011,31.40 B,4.32,59.95,17.76,,2.56%,2.96%,2.74%,124.15
12M 2012,31.40 B,7.04,26.28,9.33,,3.59%,4.61%,4.52%,15.31
12M 2013,31.40 B,20.07,7.62,4.99,,5.91%,11.61%,0.94%,0.47
12M 2014,31.40 B,1.70,60.00,4.49,,0.54%,0.97%,2.17%,1.70
12M 2015,34.54 B,1.44,39.58,3.52,,0.45%,0.85%,2.66%,1.24
12M 2016,34.54 B,16.34,5.51,2.58,,4.97%,8.85%,8.00%,4.75
12M 2017,55.26 B,8.41,15.10,4.32,,3.10%,5.08%,5.93%,4.03
12M 2018,55.26 B,6.08,17.43,4.45,554.94 B,2.07%,3.55%,4.30%,3.29
12M 2019,55.26 B,0.90,92.22,4.82,618.20 B,0.29%,0.52%,1.75%,1.19
12M 2020,67.08 B,-9.08,-5.40,7.27,(210.91 B),-3.31%,-6.97%,-1.66%,-0.76
12M 2021,67.08 B,3.90,14.87,4.27,509.16 B,1.57%,2.90%,3.31%,1.90
12M 2022,67.08 B,-2.43,-20.58,4.99,209.42 B,-0.98%,-1.84%,1.34%,0.57
12M 2023,167.71 B,1.98,25.25,4.87,465.97 B,1.67%,2.31%,2.87%,1.55
12M 2024,167.71 B,0.10,710.00,16.00,41.60 B,0.08%,0.12%,0.14%,0.08
