Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.85,0.4,0.04,1.16,0.0,0.0,0.04,0.04,0.16
12M 2009,4.11,0.54,0.09,1.22,0.0,0.0,0.08,0.07,0.22
12M 2010,3.35,0.78,0.14,1.17,0.0,0.0,0.09,0.12,0.17
12M 2011,3.47,0.92,0.15,1.16,0.0,0.0,0.13,0.13,0.15
12M 2012,3.18,1.27,0.21,1.28,0.0,0.0,0.19,0.16,0.28
12M 2013,4.57,1.09,0.45,1.97,0.0,0.0,0.36,0.23,0.7
12M 2014,3.0,0.69,0.31,1.78,0.0,0.0,0.26,0.17,0.65
12M 2015,1.3,0.65,0.38,1.92,0.0,0.0,0.28,0.2,0.79
12M 2016,1.41,0.64,0.31,1.78,0.0,0.0,0.27,0.18,0.66
12M 2017,1.56,0.83,0.23,1.64,0.0,0.0,0.17,0.14,0.55
12M 2018,1.47,0.67,0.27,1.72,0.0,0.0,0.24,0.16,0.6
12M 2019,1.43,0.65,0.42,1.82,0.0,0.0,0.38,0.23,0.69
12M 2020,1.4,0.43,0.48,2.1,0.0,0.0,0.46,0.23,0.93
12M 2021,2.77,0.87,0.28,1.85,0.0,0.0,0.24,0.15,0.69
12M 2022,2.02,0.55,0.38,1.89,0.0,0.0,0.35,0.2,0.72
12M 2023,1.17,0.39,0.25,1.38,0.0,0.0,0.23,0.18,0.33
12M 2024,0.94,0.33,0.23,1.47,0.0,0.0,0.21,0.15,0.42
