Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(191 B),(1 B),(191 B),-20.19
12M 2009,(117 B),(1 B),(118 B),-11.79
12M 2010,(146 B),(2 B),(146 B),-5.18
12M 2011,(453 B),(25 B),(478 B),-15.23
12M 2012,437 B,(90 B),,11.08
12M 2013,20 B,(287 B),(267 B),-8.50
12M 2014,38 B,(82 B),(44 B),-1.40
12M 2015,(114 B),(41 B),(155 B),-4.49
12M 2016,(460 B),(5 B),(466 B),-13.49
12M 2017,(451 B),(11 B),(462 B),-8.35
12M 2018,(816 B),(270 B),(816 B),-19.64
12M 2019,(502 B),(255 B),(758 B),-13.72
12M 2020,"(1,522 B)",(2 B),"(1,525 B)",-22.73
12M 2021,(196 B),(8 B),(204 B),-3.05
12M 2022,(262 B),(24 B),(286 B),-4.26
12M 2023,(330 B),(815 B),"(1,145 B)",-6.83
12M 2024,367 B,(47 B),320 B,1.91
