Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,9.54 B,143.53,7.60,1.08,,13.36%,16.98%,35.97%,34.03
12M 2009,9.54 B,62.40,35.26,2.41,,5.99%,7.30%,6.28%,12.49
12M 2010,9.54 B,175.60,13.95,2.67,,13.61%,17.48%,19.95%,153.86
12M 2011,9.54 B,202.12,8.02,1.49,,12.68%,17.90%,16.32%,88.58
12M 2012,9.54 B,313.79,4.08,1.17,,15.19%,23.32%,5.78%,3.82
12M 2013,9.54 B,42.98,25.38,0.92,,1.87%,3.20%,2.43%,6.94
12M 2014,9.54 B,-81.28,-13.12,1.08,,-3.52%,-6.50%,-0.99%,-1.42
12M 2015,24.03 B,-59.96,-5.24,0.72,,-4.75%,-7.87%,-3.17%,-2.85
12M 2016,24.03 B,2.70,331.48,2.36,,0.22%,0.35%,0.03%,0.03
12M 2017,24.03 B,5.68,110.04,1.19,,0.45%,0.74%,2.40%,0.99
12M 2018,24.03 B,36.39,21.02,0.73,"2,696.67 B",2.63%,4.43%,7.09%,3.34
12M 2019,24.03 B,8.07,104.09,0.62,"2,065.62 B",0.64%,1.07%,3.63%,4.10
12M 2020,24.03 B,47.83,40.46,1.70,"3,131.64 B",3.62%,6.04%,8.28%,3.59
12M 2021,24.03 B,77.47,29.04,1.41,"3,628.74 B",5.66%,8.93%,10.84%,7.63
12M 2022,24.03 B,159.00,12.48,1.04,"4,800.27 B",11.36%,16.11%,14.59%,10.34
12M 2023,24.03 B,128.07,13.31,1.00,"4,085.54 B",7.18%,10.04%,8.45%,12.16
12M 2024,24.03 B,151.77,10.05,0.53,"4,285.97 B",8.19%,11.59%,8.69%,12.64
