Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,8.1,6.17,0.11,1.27,0.0,0.0,-0.3,0.08,0.26
12M 2009,7.27,5.71,0.06,1.22,0.0,0.0,-0.28,0.05,0.21
12M 2010,3.82,3.2,0.08,1.29,0.0,0.0,-0.37,0.06,0.28
12M 2011,10.64,8.67,0.28,1.41,0.0,0.0,-0.25,0.2,0.41
12M 2012,2.51,2.04,0.36,1.54,0.0,0.0,0.06,0.24,0.54
12M 2013,1.84,1.2,0.53,1.71,0.0,0.0,0.31,0.31,0.71
12M 2014,1.64,1.19,0.67,1.85,0.0,0.0,0.45,0.36,0.85
12M 2015,2.59,2.19,0.55,1.66,0.0,0.0,0.11,0.33,0.66
12M 2016,2.44,2.12,0.54,1.63,0.0,0.0,0.12,0.33,0.63
12M 2017,1.62,1.39,0.51,1.62,0.0,0.0,0.21,0.31,0.62
12M 2018,1.54,1.17,0.5,1.69,0.0,0.0,0.28,0.3,0.69
12M 2019,1.45,1.11,0.47,1.67,0.0,0.0,0.27,0.28,0.67
12M 2020,1.21,0.86,0.41,1.67,0.0,0.0,0.2,0.24,0.67
12M 2021,1.79,1.31,0.29,1.58,0.0,0.0,0.04,0.18,0.58
12M 2022,1.96,1.47,0.13,1.42,0.0,0.0,-0.06,0.09,0.42
12M 2023,2.34,1.93,0.09,1.4,0.0,0.0,-0.21,0.06,0.38
12M 2024,1.84,1.22,0.0,1.42,0.0,0.0,-0.15,0.0,0.39
