Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2009,"3,603 B",(106 B),"3,497 B",551.91
12M 2010,"5,391 B",(92 B),"5,299 B",546.52
12M 2011,"(3,775 B)",(90 B),"(3,866 B)",-398.69
12M 2012,"4,284 B",(249 B),"4,035 B",416.12
12M 2013,"2,223 B",(53 B),"2,170 B",223.77
12M 2014,"1,177 B",(78 B),"1,098 B",113.27
12M 2015,"5,579 B",(54 B),"5,525 B",569.82
12M 2016,"5,106 B",(123 B),"4,983 B",513.86
12M 2017,682 B,(142 B),540 B,55.70
12M 2018,"(6,070 B)",(221 B),"(6,291 B)",-639.41
12M 2019,"(6,594 B)",(159 B),"(6,753 B)",-686.37
12M 2020,"(1,395 B)",(405 B),"(1,800 B)",-182.96
12M 2021,"11,649 B",(419 B),"11,230 B",1141.45
12M 2022,"(9,818 B)",(513 B),"(10,331 B)",-981.91
12M 2023,612 B,(490 B),123 B,11.67
12M 2024,"3,815 B",(420 B),"3,394 B",322.59
