Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
12M 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47
