Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.76 B,304.81,3.28,1.03,,6.56%,17.07%,22.62%,
12M 2009,0.76 B,396.36,3.94,1.65,,12.59%,19.64%,12.85%,
12M 2010,0.76 B,476.20,7.81,3.87,,9.36%,18.66%,13.29%,
12M 2011,0.76 B,559.46,10.19,4.34,,8.02%,17.98%,12.27%,
12M 2012,1.52 B,322.40,6.30,2.44,,7.46%,17.13%,11.62%,
12M 2013,1.53 B,333.17,7.50,2.52,,6.13%,14.97%,10.06%,
12M 2014,1.55 B,385.24,6.52,2.18,,6.17%,16.52%,8.73%,
12M 2015,1.57 B,415.26,6.74,2.06,,5.52%,16.18%,8.64%,
12M 2016,1.60 B,500.01,7.00,2.33,,6.40%,18.76%,8.41%,
12M 2017,15.97 B,74.37,9.14,2.76,,7.20%,24.21%,15.77%,
12M 2018,15.97 B,91.93,7.23,2.17,"2,841.44 B",7.68%,23.66%,15.54%,
12M 2019,15.97 B,44.57,12.56,1.79,"2,729.93 B",3.73%,11.71%,13.86%,
12M 2020,15.97 B,43.94,12.74,2.08,"1,696.59 B",4.62%,10.62%,9.17%,
12M 2021,15.97 B,70.85,16.58,4.94,"1,815.92 B",7.24%,15.23%,10.96%,
12M 2022,15.97 B,113.15,9.32,3.33,"2,733.23 B",8.24%,20.64%,13.78%,
12M 2023,15.97 B,102.95,11.70,3.24,"3,014.04 B",6.85%,17.31%,12.28%,
12M 2024,15.97 B,98.00,9.64,2.56,"2,855.71 B",6.23%,15.37%,10.75%,
