Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.56,1785.38,0.56,1785.38,,,,,
12M 2009,0.77,2017.74,0.77,2017.74,,,,,
12M 2010,1.46,2552.61,1.46,2552.61,,,,,
12M 2011,1.83,3112.07,1.83,3112.07,,,,,
12M 2012,1.08,1881.96,1.08,1881.96,,,,,
12M 2013,1.12,2225.42,1.12,2225.42,,,,,
12M 2014,1.08,2331.89,1.08,2331.89,,,,,
12M 2015,1.09,2566.54,1.09,2566.54,,,,,
12M 2016,1.31,2664.65,1.32,2652.31,,,,,
12M 2017,2.21,307.15,2.22,305.86,,,,,
12M 2018,1.71,388.54,1.72,386.51,,,,,
12M 2019,1.47,380.79,1.48,378.90,,,,,
12M 2020,1.35,413.73,1.36,411.04,,,,,
12M 2021,2.53,465.31,2.54,461.79,,,,,
12M 2022,1.92,548.32,1.96,539.59,,,,,
12M 2023,2.03,594.92,2.08,578.94,,,,,
12M 2024,1.48,637.63,1.51,625.14,,,,,
