Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(51 B),(27 B),(78 B),-102.48
12M 2009,"1,348 B",(13 B),"1,335 B",1755.46
12M 2010,(602 B),(105 B),(707 B),-929.42
12M 2011,"(1,425 B)",(83 B),"(1,507 B)",-1982.45
12M 2012,"(1,205 B)",(132 B),"(1,337 B)",-878.89
12M 2013,"(1,324 B)",(153 B),"(1,476 B)",-966.94
12M 2014,(657 B),(111 B),(769 B),-496.00
12M 2015,148 B,(87 B),61 B,39.22
12M 2016,232 B,(57 B),175 B,109.64
12M 2017,"(2,335 B)",(123 B),"(2,458 B)",-153.97
12M 2018,(367 B),(159 B),(525 B),-32.88
12M 2019,"1,200 B",(105 B),"1,095 B",68.58
12M 2020,"4,746 B",(84 B),"4,663 B",292.02
12M 2021,542 B,(99 B),443 B,27.75
12M 2022,"(3,507 B)",(164 B),"(3,671 B)",-229.88
12M 2023,277 B,(193 B),84 B,5.24
12M 2024,490 B,(98 B),392 B,24.55
