Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.4,0.86,1.05,2.84,0.0,0.0,0.69,0.37,1.84
12M 2009,2.06,1.44,0.41,1.91,0.0,0.0,0.04,0.22,0.91
12M 2010,2.1,1.44,0.24,1.73,0.0,0.0,-0.08,0.14,0.73
12M 2011,1.88,1.25,0.21,1.76,0.0,0.0,-0.07,0.12,0.76
12M 2012,2.15,1.41,0.17,1.7,0.0,0.0,-0.05,0.1,0.7
12M 2013,2.19,1.47,0.14,1.69,0.0,0.0,-0.1,0.08,0.69
12M 2014,2.11,1.25,0.12,1.65,0.0,0.0,0.05,0.07,0.65
12M 2015,2.41,1.33,0.12,1.64,0.0,0.0,0.01,0.08,0.64
12M 2016,2.19,1.09,0.16,1.69,0.0,0.0,0.07,0.1,0.69
12M 2017,2.3,1.21,0.11,1.67,0.0,0.0,0.03,0.07,0.67
12M 2018,2.95,1.4,0.06,1.5,0.0,0.0,-0.02,0.04,0.5
12M 2019,3.66,2.07,0.05,1.52,0.0,0.0,-0.07,0.03,0.52
12M 2020,4.33,2.89,0.19,1.62,0.0,0.0,-0.06,0.12,0.62
12M 2021,3.62,2.11,0.13,1.52,0.0,0.0,-0.04,0.09,0.52
12M 2022,3.57,2.11,0.1,1.44,0.0,0.0,-0.08,0.07,0.44
12M 2023,3.64,2.11,0.09,1.42,0.0,0.0,-0.05,0.06,0.42
12M 2024,3.63,2.01,0.07,1.4,0.0,0.0,-0.06,0.05,0.4
