Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.05 B,1277.60,6.26,0.35,,6.14%,17.43%,69.74%,11.33
12M 2009,0.05 B,3690.67,2.28,0.42,,18.09%,34.58%,32.69%,22.88
12M 2010,0.05 B,3912.26,9.92,1.71,,17.75%,30.71%,35.36%,31.92
12M 2011,0.05 B,4403.34,11.31,1.84,,16.28%,28.68%,36.45%,23.19
12M 2012,0.50 B,476.31,13.94,2.09,,15.50%,26.27%,34.84%,29.44
12M 2013,0.50 B,477.55,16.08,2.22,,13.55%,22.84%,28.65%,22.18
12M 2014,0.99 B,296.56,13.35,1.91,,14.49%,23.86%,28.45%,25.33
12M 2015,1.03 B,276.39,25.15,3.15,,11.69%,19.12%,23.43%,21.74
12M 2016,10.32 B,16.33,30.50,2.48,,6.53%,11.06%,13.70%,14.66
12M 2017,10.32 B,27.03,15.09,1.94,,9.87%,16.47%,17.61%,23.28
12M 2018,10.32 B,33.59,10.36,1.61,534.85 B,11.97%,17.97%,19.10%,40.64
12M 2019,10.32 B,13.62,21.44,1.47,244.58 B,4.82%,7.31%,6.37%,16.41
12M 2020,10.32 B,-2.97,-80.13,1.51,129.99 B,-0.99%,-1.60%,0.63%,0.73
12M 2021,10.32 B,15.19,14.48,1.24,297.18 B,4.84%,7.37%,6.70%,7.91
12M 2022,10.32 B,30.37,8.89,1.34,498.38 B,9.48%,13.61%,13.78%,19.58
12M 2023,10.32 B,23.49,9.71,1.11,416.29 B,7.27%,10.31%,10.07%,14.18
12M 2024,10.32 B,30.49,7.22,0.98,491.22 B,9.12%,12.78%,12.32%,19.40
