Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,49 B,(35 B),14 B,104.44
12M 2009,42 B,(39 B),2 B,18.68
12M 2010,56 B,(25 B),31 B,240.08
12M 2011,67 B,(15 B),67 B,402.81
12M 2012,52 B,(27 B),25 B,32.52
12M 2013,61 B,(50 B),11 B,14.00
12M 2014,31 B,(20 B),11 B,14.08
12M 2015,35 B,(48 B),(38 B),-47.83
12M 2016,14 B,(76 B),(62 B),-77.12
12M 2017,41 B,(33 B),9 B,10.67
12M 2018,20 B,(14 B),6 B,7.52
12M 2019,11 B,(8 B),2 B,3.05
12M 2020,(27 B),(3 B),(30 B),-37.99
12M 2021,(11 B),(0 B),(12 B),-14.72
12M 2022,9 B,(6 B),3 B,3.55
12M 2023,12 B,(15 B),(3 B),-3.43
12M 2024,20 B,(9 B),(9 B),14.61
