Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.13 B,206.78,2.95,0.50,,10.51%,32.20%,73.91%,11.23
12M 2009,0.13 B,332.81,2.27,0.52,,14.86%,37.55%,43.48%,9.47
12M 2010,0.13 B,311.67,4.25,0.84,,12.58%,29.95%,37.92%,12.33
12M 2011,0.13 B,259.80,7.43,1.05,,9.71%,20.94%,38.57%,11.95
12M 2012,0.78 B,42.06,11.84,1.55,,9.26%,18.37%,37.16%,15.56
12M 2013,0.80 B,44.56,13.02,1.78,,7.97%,17.19%,31.85%,21.03
12M 2014,0.80 B,25.20,21.63,1.77,,4.64%,9.19%,23.43%,7.94
12M 2015,0.80 B,10.47,39.06,1.44,,1.93%,4.03%,18.65%,7.78
12M 2016,0.80 B,-2.90,-310.34,3.19,,-0.46%,-1.15%,15.89%,3.93
12M 2017,0.80 B,21.58,57.92,4.45,,3.39%,8.03%,14.74%,4.37
12M 2018,0.80 B,-14.51,-45.49,2.41,71.15 B,-2.53%,-5.60%,12.39%,5.07
12M 2019,0.80 B,-20.98,-15.82,1.23,61.67 B,-3.63%,-9.01%,11.16%,4.59
12M 2020,0.80 B,-50.92,-21.01,11.16,(8.23 B),-10.06%,-27.95%,-7.57%,-3.56
12M 2021,0.80 B,-37.23,-17.86,7.68,12.44 B,-7.76%,-23.44%,-1.91%,-0.91
12M 2022,0.80 B,-12.55,-33.31,2.32,46.77 B,-2.69%,-8.49%,10.65%,4.97
12M 2023,0.80 B,15.42,27.89,1.55,79.56 B,3.34%,9.53%,23.30%,10.60
12M 2024,0.80 B,5.03,137.18,2.28,76.30 B,1.11%,3.07%,22.95%,12.61
