Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,11.3,,3.55,,1.04,,0.66,6.27,6.27,1.42
12M 2009,29.27,76.89,40.79,65.37,12.47,10.92,4.75,4.13,1.08,1.01,0.69,0.66,6.46,6.46,1.5
12M 2010,31.83,50.53,47.27,35.09,11.47,10.35,7.22,5.88,1.04,1.02,0.67,0.65,5.69,5.69,1.57
12M 2011,28.57,37.61,38.69,27.49,12.78,10.54,9.7,7.09,1.18,1.19,0.71,0.7,4.0,4.0,1.9
12M 2012,27.33,49.37,34.91,41.79,13.36,12.12,7.39,6.49,1.2,1.18,0.71,0.72,4.12,4.12,1.98
12M 2013,29.3,50.98,33.9,46.38,12.46,9.6,7.16,6.46,1.13,1.05,0.65,0.63,2.4,2.4,2.59
12M 2014,29.09,51.87,31.2,49.76,12.55,9.97,7.04,6.68,0.99,0.99,0.56,0.56,2.43,2.43,2.85
12M 2015,27.39,52.4,29.11,50.68,13.33,12.22,6.97,6.83,0.86,0.83,0.52,0.53,5.94,5.94,1.68
12M 2016,27.07,51.99,27.55,51.51,13.48,12.19,7.02,6.4,0.71,0.63,0.48,0.44,5.0,5.0,1.75
12M 2017,25.18,54.69,27.03,52.84,14.5,13.89,6.67,6.22,0.62,0.64,0.44,0.44,4.82,4.82,1.7
12M 2018,25.21,52.57,26.69,51.09,14.48,12.33,6.94,6.66,0.61,0.61,0.45,0.47,206.98,206.98,1.01
12M 2019,27.71,51.33,24.65,54.39,13.17,12.59,7.11,7.1,0.61,0.62,0.47,0.47,14.85,14.85,1.21
12M 2020,66.64,84.09,37.28,113.45,5.48,5.21,4.34,4.45,0.22,0.23,0.18,0.19,-6.6,-6.6,0.8
12M 2021,62.39,103.75,60.08,106.06,5.85,5.48,3.52,3.6,0.21,0.22,0.18,0.18,-2.14,-2.14,0.59
12M 2022,32.89,67.15,60.31,39.73,11.1,9.21,5.44,5.4,0.46,0.47,0.38,0.38,-3.31,-3.31,0.51
12M 2023,22.57,56.14,49.23,29.48,16.17,16.34,6.5,6.21,0.75,0.79,0.6,0.61,-11.82,-11.82,0.78
12M 2024,21.71,55.34,40.13,36.92,16.81,16.07,6.6,6.52,0.87,0.87,0.66,0.67,-7.56,-7.56,0.66
