Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.42,1.23,0.99,3.06,0.0,0.0,0.36,0.32,1.81
12M 2009,1.5,1.31,0.72,2.53,0.0,0.0,0.24,0.28,1.28
12M 2010,1.57,1.49,0.6,2.38,0.0,0.0,0.17,0.25,1.11
12M 2011,1.9,1.75,0.42,2.16,0.0,0.0,-0.09,0.19,0.88
12M 2012,1.98,1.8,0.29,1.98,0.0,0.0,-0.13,0.15,0.7
12M 2013,2.59,2.41,0.47,2.16,0.0,0.0,-0.16,0.22,0.85
12M 2014,2.85,2.63,0.37,1.98,0.0,0.0,-0.15,0.19,0.66
12M 2015,1.68,1.45,0.3,2.09,0.0,0.0,0.04,0.14,0.72
12M 2016,1.75,1.53,0.69,2.5,0.0,0.0,0.37,0.28,1.13
12M 2017,1.7,1.49,0.55,2.37,0.0,0.0,0.19,0.23,1.02
12M 2018,1.01,0.82,0.35,2.21,0.0,0.0,0.19,0.16,0.85
12M 2019,1.21,1.02,0.43,2.48,0.0,0.0,0.2,0.17,1.06
12M 2020,0.8,0.6,0.52,2.78,0.0,0.0,0.41,0.19,1.3
12M 2021,0.59,0.44,0.69,3.02,0.0,0.0,0.56,0.23,1.55
12M 2022,0.51,0.38,0.72,3.16,0.0,0.0,0.59,0.23,1.66
12M 2023,0.78,0.59,0.57,2.85,0.0,0.0,0.32,0.2,1.3
12M 2024,0.66,0.5,0.42,2.75,0.0,0.0,0.22,0.15,1.19
