Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.47,,6.86,,10.27,,1.5,-1.71,-1.71,0.3
12M 2009,62.01,73.66,66.44,69.23,5.89,6.99,4.96,8.19,4.33,4.56,0.55,0.7,-0.46,-0.46,0.18
12M 2010,55.05,69.9,82.15,42.8,6.63,29.83,5.22,8.5,4.09,4.27,0.45,0.53,-0.26,-0.26,0.05
12M 2011,0.57,36.18,49.73,-12.98,639.09,32.12,10.09,11.41,4.35,4.55,0.58,0.58,-18.81,-18.81,0.48
12M 2012,157.43,,25.05,132.38,2.32,1.45,73816.74,73816.74,0.27,0.16,0.11,0.06,-0.06,-0.06,0.11
12M 2013,186.89,0.64,27.37,160.16,1.95,5.88,569.32,379.87,0.12,0.11,0.05,0.05,-0.04,-0.04,0.03
12M 2014,110.1,6.34,53.58,62.86,3.32,2.32,57.58,47.17,0.11,0.13,0.05,0.05,-0.04,-0.04,0.07
12M 2015,152.94,14.16,38.0,129.1,2.39,2.76,25.78,20.51,0.15,0.14,0.08,0.08,-0.05,-0.05,0.04
12M 2016,117.88,15.43,20.1,113.21,3.1,2.59,23.65,18.45,0.38,0.39,0.32,0.31,-0.13,-0.13,0.07
12M 2017,158.59,20.07,13.47,165.19,2.3,2.07,18.18,15.35,0.41,0.43,0.31,0.31,-0.15,-0.15,0.1
12M 2018,234.54,19.21,16.86,236.89,1.56,1.44,19.0,17.01,0.35,0.33,0.26,0.24,-0.12,-0.12,0.11
12M 2019,299.89,22.64,19.61,302.92,1.22,2.53,16.12,15.18,0.19,0.2,0.15,0.16,-0.07,-0.07,0.06
12M 2020,98.06,26.28,10.57,113.77,3.72,2.1,13.89,13.65,0.3,0.3,0.23,0.22,-0.09,-0.09,0.09
12M 2021,167.06,30.06,15.08,182.04,2.18,3.02,12.14,12.0,0.21,0.22,0.15,0.16,-0.06,-0.06,0.08
12M 2022,73.77,25.23,24.05,74.95,4.95,3.51,14.46,14.66,0.57,0.58,0.43,0.45,-0.15,-0.15,0.06
12M 2023,86.32,23.83,22.59,87.56,4.23,5.18,15.31,16.83,0.62,0.65,0.49,0.51,-0.16,-0.16,0.05
12M 2024,128.02,27.59,17.43,138.18,2.85,2.32,13.23,13.3,0.51,0.55,0.37,0.37,-0.11,-0.11,0.08
