Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2010,(84 B),(0 B),(85 B),-943.22
12M 2011,(3 B),(19 B),(22 B),-2.81
12M 2012,186 B,(45 B),141 B,18.08
12M 2013,(63 B),(40 B),(103 B),-13.25
12M 2014,(258 B),(30 B),(288 B),-36.91
12M 2015,(91 B),(6 B),(96 B),-12.33
12M 2016,(108 B),(9 B),(117 B),-15.01
12M 2017,(147 B),(7 B),(154 B),-19.69
12M 2018,(146 B),(25 B),,-19.01
12M 2019,(168 B),(7 B),(175 B),-22.47
12M 2020,(136 B),(9 B),(145 B),-18.57
12M 2021,(174 B),(9 B),(184 B),-23.53
12M 2022,(282 B),(18 B),(300 B),-38.48
12M 2023,(124 B),(18 B),(142 B),-18.15
12M 2024,(140 B),(17 B),(145 B),-20.03
