Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,1.32,0.22,1.12,4.32,0.0,0.0,0.7,0.26,3.32
12M 2011,2.31,1.37,0.14,1.46,0.0,0.0,-0.27,0.1,0.44
12M 2012,2.89,1.7,0.1,1.28,0.0,0.0,-0.21,0.08,0.26
12M 2013,5.72,4.56,0.05,1.16,0.0,0.0,-0.38,0.04,0.14
12M 2014,4.08,0.45,0.06,1.19,0.0,0.0,0.03,0.05,0.17
12M 2015,3.52,1.08,0.03,1.09,0.0,0.0,0.01,0.03,0.09
12M 2016,8.8,2.14,0.04,1.08,0.0,0.0,0.02,0.04,0.07
12M 2017,8.27,2.0,0.05,1.09,0.0,0.0,0.02,0.04,0.08
12M 2018,7.8,2.84,0.06,1.1,0.0,0.0,0.0,0.05,0.09
12M 2019,2.9,0.97,0.06,1.09,0.0,0.0,0.01,0.06,0.08
12M 2020,16.07,3.61,0.05,1.09,0.0,0.0,0.02,0.05,0.08
12M 2021,24.8,2.99,0.05,1.09,0.0,0.0,0.04,0.04,0.08
12M 2022,15.31,1.67,0.08,1.12,0.0,0.0,0.07,0.07,0.11
12M 2023,11.8,2.74,0.08,1.12,0.0,0.0,0.03,0.07,0.11
12M 2024,8.83,2.33,0.05,1.11,0.0,0.0,-0.01,0.04,0.1
