Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,-0.36,-0.36,0.37
12M 2013,51.12,296.09,238.07,109.14,7.14,4.72,1.23,1.19,0.3,0.34,0.15,0.17,-0.3,-0.3,0.29
12M 2014,22.15,114.1,86.71,49.54,16.48,12.45,3.2,2.94,1.23,1.29,0.58,0.58,-5.96,-5.96,0.77
12M 2015,18.38,121.4,73.58,66.2,19.86,18.99,3.01,2.79,1.92,1.99,0.83,0.81,-15.43,-15.45,0.89
12M 2016,18.78,140.7,82.54,76.94,19.44,17.09,2.59,2.8,1.9,1.98,0.82,0.84,-15.97,-15.97,0.88
12M 2017,15.87,135.53,74.91,76.49,23.0,26.52,2.69,2.94,1.62,1.63,0.75,0.8,-48.55,-48.55,0.96
12M 2018,12.06,93.18,52.95,52.29,30.28,17.93,3.92,3.32,2.2,2.08,1.04,0.92,-1.88,-1.88,0.46
12M 2019,18.96,124.98,94.0,49.94,19.25,29.1,2.92,2.9,1.27,1.28,0.64,0.67,-1.07,-1.07,0.34
12M 2020,13.88,99.9,123.05,-9.27,26.29,28.55,3.65,4.25,0.98,0.98,0.58,0.59,-0.66,-0.66,0.17
12M 2021,6.64,59.07,115.24,-49.53,54.99,51.72,6.18,5.62,1.39,1.41,0.82,0.79,-0.96,-0.96,0.26
12M 2022,5.52,101.92,132.18,-24.74,66.09,85.37,3.58,2.86,1.39,1.58,0.78,0.88,-3.37,-3.37,0.55
12M 2023,11.53,245.12,420.64,-163.99,31.65,37.04,1.49,2.64,0.44,0.45,0.27,0.29,-0.48,-0.48,0.26
12M 2024,57.02,746.58,2807.34,-2003.74,6.4,4.62,0.49,0.72,0.04,0.04,0.03,0.03,-0.1,-0.1,0.42
