Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2012,(21 B),(14 B),(35 B),-11.10
12M 2013,(184 B),(1 B),(184 B),-59.30
12M 2014,35 B,(1 B),34 B,10.78
12M 2015,58 B,(7 B),51 B,16.35
12M 2016,43 B,(3 B),40 B,12.72
12M 2017,2 B,(0 B),2 B,0.50
12M 2018,65 B,(87 B),(22 B),-5.61
12M 2019,64 B,(71 B),(7 B),-1.72
12M 2020,37 B,(32 B),6 B,1.42
12M 2021,(53 B),,(64 B),-16.14
12M 2022,76 B,(53 B),23 B,5.73
12M 2023,1 B,(4 B),(3 B),-0.64
12M 2024,(61 B),(11 B),(72 B),-17.62
