Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,0.37,0.29,-17.83,-30.77,-0.0,0.0,-17.37,0.58,-31.77
12M 2013,0.29,0.13,-2.32,-2.53,-0.0,0.0,-2.27,0.92,-3.53
12M 2014,0.77,0.34,-2.0,-2.46,-0.0,0.0,-1.91,0.81,-3.46
12M 2015,0.89,0.3,-2.63,-3.94,-0.0,0.0,-2.47,0.67,-4.94
12M 2016,0.88,0.28,-3.44,-5.94,-0.0,0.0,-3.2,0.58,-6.94
12M 2017,0.96,0.3,40.72,93.28,0.0,0.0,37.24,0.44,92.3
12M 2018,0.46,0.22,11.59,20.23,0.0,0.0,10.43,0.57,19.24
12M 2019,0.34,0.11,11.32,22.93,0.0,0.0,10.85,0.49,21.93
12M 2020,0.17,0.07,-3.02,-4.71,-0.0,0.0,-2.96,0.64,-5.71
12M 2021,0.26,0.16,-3.66,-6.19,-0.0,0.0,-3.57,0.59,-7.19
12M 2022,0.55,0.15,0.41,2.76,0.0,0.0,0.33,0.15,1.76
12M 2023,0.26,0.13,1.09,5.91,0.0,0.0,1.0,0.18,4.91
12M 2024,0.42,0.32,0.42,2.78,0.0,0.0,0.27,0.15,1.78
