Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,,,0.0
12M 2013,,,,,,,,,4.92,4.86,0.09,0.08,,,0.0
12M 2014,,,,,,,,,5.25,4.91,0.09,0.09,,,0.0
12M 2015,,,,,,,,,2.65,2.64,0.1,0.09,,,0.0
12M 2016,,,,,,,,,1.9,1.94,0.1,0.1,,,0.0
12M 2017,,,,,,,,,1.38,1.11,0.09,0.08,,,0.0
12M 2018,,,,,,,,,1.16,1.17,0.08,0.08,,,0.0
12M 2019,,,,,,,,,1.36,1.36,0.08,0.08,,,0.0
12M 2020,,,,,,,,,1.45,1.45,0.07,0.07,,,0.0
12M 2021,,,,,,,,,2.11,2.12,0.07,0.06,,,0.0
12M 2022,,,,,,,,,2.25,2.24,0.07,0.07,,,0.0
12M 2023,,,,,,,,,2.83,2.83,0.07,0.06,,,0.0
12M 2024,,,,,,,,,3.58,3.58,0.07,0.07,,,0.0
