Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.16,1.82,0.01,1.45,0.0,0.0,-0.03,0.0,0.45
12M 2009,6.63,3.41,0.0,1.36,0.0,0.0,-0.0,0.0,0.36
12M 2010,5.15,3.12,0.0,1.4,0.0,0.0,-0.19,0.0,0.4
12M 2011,5.07,2.48,0.0,1.38,0.0,0.0,-0.13,0.0,0.38
12M 2012,4.46,1.64,0.0,1.39,0.0,0.0,-0.05,0.0,0.39
12M 2013,3.19,0.82,0.01,1.43,0.0,0.0,-0.0,0.0,0.43
12M 2014,1.63,0.46,0.33,1.39,0.0,0.0,0.29,0.24,0.39
12M 2015,3.07,0.29,0.01,1.38,0.0,0.0,-0.01,0.0,0.38
12M 2016,0.21,0.03,0.53,1.44,0.0,0.0,0.52,0.37,0.44
12M 2017,0.38,0.08,0.01,1.57,0.0,0.0,-0.01,0.0,0.57
12M 2018,0.33,0.07,0.01,1.65,0.0,0.0,-0.0,0.0,0.65
12M 2019,0.71,0.39,0.01,1.62,0.0,0.0,-0.11,0.01,0.62
12M 2020,0.51,0.21,0.02,1.64,0.0,0.0,-0.04,0.01,0.64
12M 2021,0.76,0.28,0.0,1.73,0.0,0.0,-0.05,0.0,0.73
12M 2022,0.52,0.11,0.0,1.83,0.0,0.0,-0.02,0.0,0.83
12M 2023,0.37,0.06,0.0,1.99,0.0,0.0,-0.01,0.0,0.99
12M 2024,0.31,0.04,0.0,2.18,0.0,0.0,-0.01,0.0,1.18
