Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,6.02 B,0.14,357.14,1.54,,0.09%,0.13%,2.57%,16.42
12M 2009,6.02 B,-1.19,-128.57,29.57,,-0.83%,-1.13%,-0.74%,-9.51
12M 2010,6.83 B,-2.15,-53.95,17.70,,-1.44%,-2.01%,-1.42%,-20.07
12M 2011,6.83 B,-3.03,-37.95,44.34,,-2.12%,-2.92%,-2.82%,-98.99
12M 2012,6.83 B,-8.54,-10.30,44.86,,-6.48%,-8.98%,-5.20%,-3.25
12M 2013,6.83 B,-8.65,-9.25,48.00,,-6.99%,-10.01%,-5.43%,-2.75
12M 2014,6.83 B,1.06,92.45,6.23,,0.87%,1.21%,4.14%,1.73
12M 2015,6.83 B,-4.13,-21.79,10.23,,-3.57%,-4.93%,-1.16%,-0.51
12M 2016,6.83 B,-4.24,-16.51,9.12,,-3.69%,-5.31%,-2.79%,-1.19
12M 2017,6.83 B,-6.32,-11.87,11.86,,-5.51%,-8.64%,-4.59%,-2.17
12M 2018,6.83 B,-5.36,-11.38,11.55,(8.99 B),-4.80%,-7.91%,-4.94%,-10.52
12M 2019,7.51 B,-4.11,-14.84,13.03,(5.91 B),-3.73%,-6.05%,-4.45%,-24.94
12M 2020,7.51 B,-4.13,-12.35,19.59,(8.51 B),-3.92%,-6.45%,-4.85%,-35.66
12M 2021,7.51 B,-4.82,-18.26,28.26,(8.56 B),-4.68%,-8.12%,-4.56%,-5.34
12M 2022,7.51 B,-4.39,-19.82,25.11,(6.73 B),-4.36%,-7.99%,-4.21%,-6.91
12M 2023,7.51 B,-4.60,-11.09,12.28,(9.66 B),-4.56%,-9.06%,-4.91%,-13.29
12M 2024,7.51 B,-4.78,-10.67,12.56,(10.26 B),-4.77%,-10.38%,-5.25%,-13.61
