Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,1.15,104.14,1.26,94.93,,,,,
12M 2010,1.06,127.74,1.12,121.04,,,,,
12M 2011,0.93,113.58,0.98,108.55,,,,,
12M 2012,1.29,130.12,1.33,126.06,,,,,
12M 2013,0.95,139.24,0.96,137.34,,,,,
12M 2014,1.02,82.13,1.03,81.46,,,,,
12M 2015,0.78,89.30,0.79,88.73,,,,,
12M 2016,0.75,90.39,0.76,89.45,,,,,
12M 2017,0.87,58.91,0.88,57.76,,,,,
12M 2018,0.76,65.64,0.78,64.51,,,,,
12M 2019,0.81,61.56,0.82,60.73,,,,,
12M 2020,0.82,61.23,0.83,60.47,,,,,
12M 2021,2.31,80.42,2.33,79.92,,,,,
12M 2022,1.20,84.18,1.21,83.66,,,,,
12M 2023,0.56,106.24,0.57,105.66,,,,,
12M 2024,0.66,82.35,0.66,81.97,,,,,
