Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,5.49 B,5.14,26.26,0.89,,0.33%,4.02%,0.56%,
12M 2011,5.49 B,-20.71,-5.12,0.71,,-1.56%,-18.23%,-1.51%,
12M 2012,5.49 B,0.19,884.21,1.34,,0.01%,0.15%,0.10%,
12M 2013,5.49 B,-14.90,-8.86,1.06,,-1.00%,-10.70%,-0.74%,
12M 2014,15.03 B,-3.63,-23.14,1.66,,-0.58%,-4.42%,-0.81%,
12M 2015,19.13 B,0.43,162.79,1.41,,0.07%,0.48%,0.10%,
12M 2016,20.58 B,0.45,151.11,1.32,,0.07%,0.50%,0.42%,
12M 2017,21.26 B,-32.23,-1.58,1.06,,-6.40%,-54.70%,-7.72%,
12M 2018,21.79 B,2.62,19.08,1.13,104.26 B,0.53%,3.99%,0.74%,
12M 2019,25.33 B,0.81,61.73,1.18,91.38 B,0.19%,1.31%,0.59%,
12M 2020,25.33 B,0.41,121.95,1.31,51.17 B,0.09%,0.67%,0.20%,
12M 2021,29.41 B,0.44,422.73,5.58,48.79 B,0.09%,0.54%,0.20%,
12M 2022,32.22 B,1.63,61.96,2.82,175.44 B,0.31%,1.94%,0.99%,
12M 2023,33.77 B,2.31,25.97,1.54,131.16 B,0.43%,2.17%,0.60%,
12M 2024,44.46 B,1.68,32.14,1.72,116.16 B,0.36%,2.04%,0.39%,
