Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.84,0.7,0.75,3.66,0.0,0.0,-0.19,0.2,2.39
12M 2010,2.09,1.75,0.02,1.51,0.0,0.0,-0.43,0.01,0.4
12M 2011,2.68,2.09,0.0,1.52,0.0,0.0,-0.54,0.0,0.36
12M 2012,3.13,2.18,0.0,1.54,0.0,0.0,-0.46,0.0,0.31
12M 2013,3.45,3.11,0.0,1.52,0.0,0.0,-0.57,0.0,0.27
12M 2014,3.58,3.36,0.0,1.54,0.0,0.0,-0.7,0.0,0.29
12M 2015,6.91,6.68,0.0,1.4,0.0,0.0,-0.72,0.0,0.14
12M 2016,5.07,4.91,0.0,1.47,0.0,0.0,-0.82,0.0,0.21
12M 2017,5.45,5.25,0.0,1.46,0.0,0.0,-0.84,0.0,0.2
12M 2018,4.56,4.04,0.0,1.55,0.0,0.0,-0.72,0.0,0.26
12M 2019,9.22,8.7,0.0,0.0,0.0,0.0,-0.72,0.0,0.15
12M 2020,10.07,9.59,0.01,1.35,0.0,0.0,-0.56,0.0,0.12
12M 2021,3.07,2.81,0.21,1.87,0.0,0.0,-0.1,0.11,0.48
12M 2022,2.3,2.11,0.0,1.74,0.0,0.0,-0.5,0.0,0.39
12M 2023,1.68,1.38,0.24,1.84,0.0,0.0,0.06,0.13,0.52
12M 2024,2.62,1.99,0.25,2.88,0.0,0.0,0.12,0.09,0.79
