Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,32.26,,0.24,,12.94,,0.14,0.69,0.69,1.49
12M 2009,16.16,2549.29,54.07,2511.38,22.58,20.33,0.14,0.14,9.43,8.55,0.12,0.12,0.49,0.49,1.5
12M 2010,8.01,2106.1,23.67,2090.44,45.59,49.3,0.17,0.17,7.69,6.36,0.19,0.18,0.95,0.95,1.34
12M 2011,3.62,1475.49,19.88,1459.23,100.77,100.62,0.25,0.25,5.64,4.52,0.26,0.24,2.99,2.99,1.14
12M 2012,2.46,755.76,13.19,745.03,148.36,19.01,0.48,0.73,4.66,6.05,0.29,0.23,3.29,3.29,1.23
12M 2013,4.92,256.76,19.8,241.88,74.14,19.0,1.42,1.96,4.88,4.63,0.29,0.26,-4.01,-4.01,0.75
12M 2014,10.68,257.41,44.88,223.21,34.18,30.91,1.42,1.95,4.13,3.86,0.23,0.22,9.43,9.43,1.14
12M 2015,16.37,523.37,299.37,240.37,22.29,27.56,0.7,0.6,2.71,2.55,0.16,0.16,-2.64,-2.64,0.72
12M 2016,20.02,345.0,201.44,163.58,18.23,16.38,1.06,1.1,2.42,2.38,0.14,0.14,-7.72,-7.72,0.9
12M 2017,18.09,256.9,65.0,209.99,20.17,14.38,1.42,1.67,3.3,3.23,0.19,0.19,-4.75,-4.75,0.74
12M 2018,19.37,163.92,50.94,132.35,18.85,18.59,2.23,3.0,3.11,3.02,0.19,0.19,-5.13,-5.13,0.65
12M 2019,15.43,115.45,64.01,66.87,23.65,38.87,3.16,2.99,2.65,2.67,0.16,0.16,5.82,5.82,1.31
12M 2020,19.09,314.62,96.72,236.99,19.12,19.57,1.16,0.82,1.11,1.12,0.07,0.07,-1.36,-1.36,0.67
12M 2021,12.67,256.7,60.52,208.85,28.8,29.69,1.42,1.26,2.31,2.34,0.13,0.13,-4.75,-4.75,0.0
12M 2022,7.37,200.81,48.89,159.29,49.52,65.29,1.82,1.69,3.73,3.75,0.2,0.2,-55.12,-55.12,0.98
12M 2023,4.48,197.17,62.8,138.85,81.41,90.49,1.85,1.91,3.26,3.25,0.18,0.18,-5.05,-5.05,0.79
12M 2024,4.52,209.78,64.91,149.39,80.76,79.74,1.74,1.5,2.8,2.79,0.16,0.16,-3.94,-3.94,0.76
