Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,36 B,(36 B),(0 B),-0.11
12M 2009,43 B,(36 B),7 B,11.58
12M 2010,(1 B),(25 B),(26 B),-42.78
12M 2011,46 B,(64 B),(17 B),-28.93
12M 2012,39 B,(23 B),17 B,27.51
12M 2013,16 B,(15 B),1 B,1.38
12M 2014,39 B,(20 B),,31.89
12M 2015,(6 B),(28 B),(34 B),-57.02
12M 2016,46 B,(52 B),(6 B),-10.47
12M 2017,5 B,(26 B),(21 B),-35.05
12M 2018,(42 B),(100 B),(142 B),-166.60
12M 2019,20 B,(53 B),(33 B),-87.89
12M 2020,46 B,(7 B),39 B,65.32
12M 2021,30 B,(20 B),9 B,15.39
12M 2022,(26 B),(12 B),(38 B),-63.68
12M 2023,30 B,(29 B),0 B,0.69
12M 2024,18 B,,13 B,22.21
