Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.9,,2.51,,9.44,,1.15,1.82,1.82,6.7
12M 2009,60.07,136.25,30.95,165.37,6.08,5.6,2.68,3.16,8.66,8.31,1.22,1.17,1.64,1.64,7.21
12M 2010,63.78,121.93,21.43,164.28,5.72,4.93,2.99,2.83,5.54,4.85,1.28,1.18,2.62,2.62,3.4
12M 2011,75.93,136.46,24.83,187.56,4.81,4.57,2.67,2.64,3.38,3.24,1.16,1.07,3.1,3.1,2.68
12M 2012,82.27,115.95,34.67,163.55,4.44,4.02,3.15,3.07,3.66,3.67,1.24,1.18,2.63,2.63,3.3
12M 2013,98.97,122.13,32.67,188.43,3.69,3.76,2.99,2.78,2.9,2.9,1.08,1.05,2.39,2.39,3.47
12M 2014,114.39,182.33,29.54,267.18,3.19,3.25,2.0,1.99,2.03,2.05,0.82,0.81,1.87,1.87,3.73
12M 2015,103.64,190.53,23.81,270.36,3.52,3.39,1.92,1.77,1.96,1.91,0.78,0.75,2.06,2.06,2.95
12M 2016,91.83,182.25,20.96,253.12,3.97,3.65,2.0,2.14,1.97,1.89,0.8,0.77,2.35,2.35,2.39
12M 2017,108.6,209.08,38.95,278.73,3.36,3.43,1.75,1.81,1.76,1.9,0.67,0.65,2.22,2.22,2.21
12M 2018,100.06,199.63,45.76,253.93,3.65,3.7,1.83,1.75,1.81,1.8,0.71,0.7,3.06,3.06,1.96
12M 2019,88.79,192.38,41.75,239.42,4.11,3.96,1.9,1.8,1.74,1.72,0.75,0.71,4.57,4.57,1.54
12M 2020,90.97,276.98,55.19,312.76,4.01,4.54,1.32,1.24,1.5,1.52,0.64,0.65,3.52,3.52,1.7
12M 2021,76.32,236.49,53.48,259.33,4.78,4.55,1.54,1.44,1.8,1.82,0.75,0.73,3.9,3.9,1.63
12M 2022,70.41,221.25,69.94,221.72,5.18,4.89,1.65,1.49,2.28,2.3,0.86,0.83,4.39,4.39,1.54
12M 2023,67.76,225.87,69.12,224.51,5.39,5.44,1.62,1.6,2.23,2.22,0.86,0.85,4.31,4.31,1.65
12M 2024,72.06,236.96,68.85,240.17,5.07,4.72,1.54,1.54,2.06,2.08,0.81,0.8,3.7,3.7,1.69
