Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.16,3.16,0.93,2.23,0.0,0.0,0.42,0.42,1.18
12M 2009,1.16,1.16,0.94,2.25,0.0,0.0,0.48,0.42,1.17
12M 2010,1.65,1.65,1.15,2.45,0.0,0.0,0.63,0.47,1.37
12M 2011,1.06,1.06,1.11,2.57,0.0,0.0,0.66,0.43,1.46
12M 2012,0.68,0.68,1.35,2.87,0.0,0.0,0.85,0.47,1.74
12M 2013,0.76,0.76,1.43,3.05,0.0,0.0,1.06,0.47,1.88
12M 2014,0.84,0.84,1.39,3.23,0.0,0.0,1.06,0.43,2.07
12M 2015,0.48,0.48,1.69,3.52,0.0,0.0,1.37,0.48,2.34
12M 2016,0.7,0.25,1.66,3.91,0.0,0.0,1.36,0.42,2.72
12M 2017,0.76,0.3,2.2,5.25,0.0,0.0,1.75,0.42,4.03
12M 2018,0.38,0.2,1.96,4.87,0.0,0.0,1.61,0.4,3.68
12M 2019,0.28,0.28,2.29,5.34,0.0,0.0,2.06,0.43,4.09
12M 2020,0.72,0.71,3.39,5.46,0.0,0.0,3.15,0.62,4.16
12M 2021,0.86,0.85,3.02,4.91,0.0,0.0,2.71,0.61,3.68
12M 2022,1.02,1.01,2.37,4.18,0.0,0.0,1.99,0.57,3.0
12M 2023,0.35,0.34,2.47,4.64,0.0,0.0,2.31,0.53,3.24
12M 2024,0.34,0.33,1.78,4.13,0.0,0.0,1.64,0.43,2.44
