Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,0.00 B,342953.98,0.00,0.00,,18.02%,29.70%,76.81%,712.36
12M 2013,15.00 B,27.06,25.83,4.42,,13.75%,15.46%,26.21%,38.96
12M 2014,15.00 B,27.68,22.07,4.17,,14.72%,15.76%,16.65%,775.85
12M 2015,15.00 B,29.16,18.86,3.72,,15.65%,16.84%,18.22%,9381.33
12M 2016,15.00 B,32.03,16.23,3.04,,16.08%,17.42%,20.78%,3996.02
12M 2017,15.00 B,35.59,15.34,3.18,,16.90%,18.43%,21.87%,1064.18
12M 2018,15.00 B,44.26,18.98,4.56,869.64 B,19.89%,22.87%,27.29%,5727.91
12M 2019,15.00 B,53.85,23.70,6.24,"1,104.54 B",22.84%,26.35%,33.42%,6607.45
12M 2020,30.00 B,31.13,25.86,7.24,"1,242.67 B",24.26%,28.99%,35.75%,2195.01
12M 2021,30.00 B,42.03,20.58,6.45,"1,653.97 B",30.99%,36.32%,45.78%,1809.78
12M 2022,30.00 B,36.82,20.51,5.86,"1,470.13 B",27.07%,31.51%,38.91%,1762.44
12M 2023,30.00 B,31.69,16.57,4.42,"1,347.43 B",24.43%,28.08%,35.69%,1826.30
12M 2024,30.00 B,39.03,15.12,4.52,"1,580.08 B",29.72%,33.57%,42.38%,1771.75
