Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,3.2,,1.89
12M 2013,45.46,70.14,49.3,66.3,8.03,14.38,5.2,9.46,4.75,8.53,0.93,1.61,1.16,1.16,7.29
12M 2014,54.18,69.66,41.93,81.91,6.74,6.77,5.24,5.46,3.26,3.12,0.76,0.79,1.31,1.31,10.25
12M 2015,54.14,67.76,38.93,82.97,6.74,6.51,5.39,5.42,2.53,2.31,0.79,0.8,1.46,1.46,9.28
12M 2016,50.07,71.1,39.77,81.4,7.29,6.68,5.13,4.45,2.55,2.51,0.89,0.89,1.62,1.62,8.32
12M 2017,56.34,75.62,39.14,92.82,6.48,6.47,4.83,4.79,2.27,2.15,0.84,0.84,1.81,1.81,7.81
12M 2018,55.23,78.94,41.79,92.38,6.61,7.84,4.62,4.24,2.0,1.82,0.85,0.84,2.34,2.34,4.2
12M 2019,55.83,80.33,44.19,91.97,6.54,6.8,4.54,4.23,1.95,1.92,0.89,0.87,2.36,2.36,4.12
12M 2020,65.28,74.23,43.63,95.88,5.59,5.77,4.92,4.48,2.11,2.15,0.9,0.88,2.24,2.24,3.66
12M 2021,60.27,80.4,41.27,99.4,6.06,6.75,4.54,3.79,2.55,2.55,1.02,1.04,2.36,2.36,4.13
12M 2022,63.77,106.89,42.65,128.01,5.72,6.04,3.41,3.11,2.42,2.41,0.95,0.97,2.34,2.34,4.06
12M 2023,75.51,112.18,46.77,140.92,4.83,5.07,3.25,3.62,2.25,2.28,0.89,0.93,2.22,2.22,4.47
12M 2024,77.32,94.8,41.08,131.04,4.72,5.23,3.85,3.39,2.56,2.6,1.0,0.99,2.19,2.19,5.36
