Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2012,(16 B),(181 B),(198 B),-175155.75
12M 2013,(54 B),(211 B),(265 B),-17.64
12M 2014,369 B,(300 B),69 B,4.61
12M 2015,433 B,(197 B),236 B,15.75
12M 2016,465 B,(176 B),289 B,19.27
12M 2017,641 B,(345 B),296 B,19.70
12M 2018,846 B,(247 B),599 B,39.96
12M 2019,837 B,(137 B),700 B,46.64
12M 2020,"1,036 B",(95 B),941 B,31.35
12M 2021,"1,199 B",(123 B),"1,077 B",35.89
12M 2022,"1,107 B",(178 B),929 B,30.96
12M 2023,"1,055 B",(50 B),"1,005 B",33.50
12M 2024,"1,151 B",(46 B),"1,105 B",36.84
