Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.84 B,79.90,8.64,1.05,,3.41%,8.06%,24.59%,
12M 2009,0.84 B,380.76,8.27,0.83,,15.64%,34.30%,48.26%,
12M 2010,0.84 B,461.41,15.50,1.34,,17.04%,32.72%,45.28%,139.10
12M 2011,0.84 B,779.73,11.48,1.23,,17.48%,38.68%,59.42%,565.86
12M 2012,0.84 B,734.29,11.10,1.12,,14.65%,29.26%,42.41%,112.34
12M 2013,0.84 B,318.32,10.13,0.46,,5.43%,10.07%,14.96%,48.58
12M 2014,0.84 B,284.19,12.33,0.60,,5.07%,8.37%,11.43%,79.85
12M 2015,0.84 B,119.80,10.31,0.28,,2.59%,3.19%,4.33%,48.87
12M 2016,0.84 B,286.30,10.65,0.64,,7.48%,12.58%,11.77%,30.47
12M 2017,0.84 B,359.29,8.32,0.55,,7.86%,14.82%,19.40%,75.48
12M 2018,0.84 B,637.85,4.47,0.36,802.35 B,10.68%,21.86%,30.10%,44.71
12M 2019,0.84 B,647.31,5.36,0.49,829.82 B,14.70%,21.93%,28.96%,29.65
12M 2020,0.84 B,444.20,7.41,0.72,561.43 B,10.32%,15.18%,18.35%,84.53
12M 2021,0.84 B,938.49,4.90,0.58,"1,092.73 B",18.12%,34.57%,39.97%,183.29
12M 2022,0.84 B,914.16,5.77,0.47,"1,151.55 B",10.63%,29.71%,39.79%,17.82
12M 2023,0.84 B,1011.73,5.31,0.48,"1,347.44 B",13.44%,30.72%,40.68%,12.95
