Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,1.02,,1.52
12M 2009,50.3,140.17,84.24,106.23,7.26,8.07,2.6,2.76,11.4,11.93,1.6,1.55,5.25,5.25,1.57
12M 2010,47.4,92.7,81.63,58.47,7.7,7.62,3.94,3.99,16.44,16.68,2.08,2.07,5.34,5.34,1.8
12M 2011,49.94,116.25,83.35,82.84,7.31,7.82,3.14,2.46,20.87,20.44,2.02,1.8,4.65,4.65,1.65
12M 2012,63.66,168.32,76.89,155.09,5.73,5.78,2.17,1.88,18.89,18.03,1.54,1.41,3.67,3.67,1.82
12M 2013,80.41,185.58,62.26,203.73,4.54,4.7,1.97,1.76,14.42,12.84,1.28,1.17,2.85,2.85,1.93
12M 2014,103.78,232.45,90.75,245.48,3.52,3.85,1.57,1.6,10.47,10.57,1.01,1.04,2.13,2.13,2.29
12M 2015,107.91,244.66,73.59,278.98,3.38,4.32,1.49,1.59,7.72,7.25,0.86,0.9,1.43,1.43,5.34
12M 2016,81.83,162.88,50.77,193.94,4.46,4.66,2.24,2.35,8.15,8.31,1.12,1.25,2.88,2.88,2.18
12M 2017,75.88,137.32,77.35,135.85,4.81,5.39,2.66,2.54,9.73,9.99,1.3,1.25,2.95,2.95,1.93
12M 2018,63.19,133.22,68.49,127.92,5.78,5.53,2.74,2.15,14.16,13.76,1.48,1.32,3.29,3.29,1.83
12M 2019,69.74,172.89,64.22,178.41,5.23,6.24,2.11,2.18,13.09,13.29,1.38,1.55,2.94,2.94,2.89
12M 2020,91.72,219.43,67.37,243.78,3.98,4.18,1.66,1.7,8.86,8.79,1.05,1.06,1.9,1.9,3.04
12M 2021,70.2,125.79,69.18,126.81,5.2,4.68,2.9,2.69,15.27,15.33,1.67,1.6,3.63,3.63,1.96
12M 2022,77.76,128.85,89.18,117.43,4.69,4.6,2.83,2.06,15.92,13.29,1.62,1.34,5.03,5.03,1.42
12M 2023,82.28,165.1,92.31,155.07,4.44,5.21,2.21,2.25,12.07,11.84,1.38,1.46,4.74,4.74,1.59
