Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,10.40 B,21.50,4.09,0.66,,5.10%,10.77%,35.49%,2.34
12M 2009,10.40 B,29.70,27.51,6.68,,6.72%,13.19%,18.57%,3.70
12M 2010,17.50 B,42.94,20.96,6.36,,6.42%,12.25%,16.77%,4.59
12M 2011,17.50 B,48.05,20.40,6.11,,6.58%,12.23%,11.72%,6.26
12M 2012,17.50 B,73.50,15.10,5.21,,7.67%,16.25%,14.71%,15.84
12M 2013,17.50 B,153.82,8.39,3.93,,11.92%,26.32%,20.07%,14.64
12M 2014,18.37 B,207.96,8.68,5.95,,13.58%,24.84%,12.86%,6.84
12M 2015,19.25 B,111.16,16.19,5.58,,5.94%,11.35%,9.67%,4.43
12M 2016,19.25 B,93.32,18.81,5.18,,4.69%,8.73%,7.91%,4.04
12M 2017,19.25 B,255.64,6.65,3.16,,10.71%,19.42%,14.24%,9.22
12M 2018,19.25 B,67.22,18.67,3.64,"2,556.82 B",2.48%,4.96%,5.14%,2.37
12M 2019,19.25 B,145.03,8.65,3.41,"2,888.70 B",5.13%,9.58%,5.37%,2.42
12M 2020,21.17 B,13.31,92.04,4.20,"2,379.13 B",0.46%,0.94%,4.08%,1.11
12M 2021,21.17 B,63.70,15.86,2.79,"2,825.48 B",2.19%,4.29%,4.81%,1.45
12M 2022,21.17 B,114.93,8.00,1.90,"4,153.12 B",3.74%,7.23%,7.11%,2.22
12M 2023,21.17 B,91.89,11.75,1.98,"3,476.71 B",2.91%,5.33%,5.36%,1.80
12M 2024,21.17 B,205.89,4.59,1.45,"5,224.34 B",5.73%,10.67%,7.66%,3.16
