Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.4,0.58,0.41,2.11,0.0,0.0,-0.05,0.19,1.11
12M 2009,1.49,0.62,0.36,1.96,0.0,0.0,-0.09,0.18,0.96
12M 2010,1.93,1.19,0.21,1.91,0.0,0.0,-0.37,0.11,0.7
12M 2011,1.86,1.14,0.1,1.86,0.0,0.0,-0.41,0.05,0.66
12M 2012,1.55,0.98,0.14,2.12,0.0,0.0,-0.36,0.07,0.79
12M 2013,2.67,1.81,0.4,2.21,0.0,0.0,-0.02,0.18,0.9
12M 2014,2.18,1.2,0.28,1.83,0.0,0.0,0.09,0.15,0.63
12M 2015,2.73,1.67,0.42,1.91,0.0,0.0,0.1,0.22,0.74
12M 2016,2.94,1.6,0.36,1.86,0.0,0.0,0.19,0.2,0.68
12M 2017,2.37,1.33,0.36,1.81,0.0,0.0,0.13,0.2,0.66
12M 2018,3.36,1.91,0.53,2.0,0.0,0.0,0.22,0.27,0.84
12M 2019,3.94,2.29,0.46,1.87,0.0,0.0,0.22,0.25,0.72
12M 2020,2.37,1.48,0.57,2.02,0.0,0.0,0.21,0.28,0.88
12M 2021,2.59,1.51,0.38,1.95,0.0,0.0,0.13,0.2,0.81
12M 2022,2.61,1.5,0.36,1.93,0.0,0.0,0.07,0.18,0.8
12M 2023,2.47,1.27,0.32,1.83,0.0,0.0,0.07,0.18,0.7
12M 2024,2.16,0.98,0.35,1.86,0.0,0.0,0.13,0.19,0.7
