Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,5.81 B,43.01,19.72,1.88,,0.86%,7.42%,2.41%,
12M 2008,5.81 B,54.50,12.11,1.38,,0.93%,8.73%,1.43%,
12M 2009,5.81 B,74.96,12.57,1.63,,1.18%,10.54%,1.71%,
12M 2010,5.81 B,55.20,29.02,2.80,,0.72%,7.08%,1.49%,
12M 2011,7.04 B,106.88,9.52,1.71,,1.26%,11.42%,1.90%,
12M 2012,8.55 B,107.08,14.19,2.64,,1.16%,10.23%,1.75%,
12M 2013,11.47 B,99.60,12.35,2.29,,1.17%,8.47%,1.75%,
12M 2014,11.47 B,116.12,11.71,1.97,,1.29%,8.94%,1.77%,
12M 2015,11.47 B,130.82,9.75,1.59,,1.25%,9.15%,1.79%,
12M 2016,11.47 B,156.01,13.27,2.33,,1.30%,9.18%,1.81%,
12M 2017,11.47 B,189.65,9.89,1.95,,1.41%,9.99%,1.97%,
12M 2018,22.95 B,114.97,7.44,1.61,"3,672.40 B",1.52%,10.80%,2.13%,
12M 2019,22.95 B,128.10,6.60,1.44,"4,088.86 B",1.63%,10.62%,2.19%,
12M 2020,22.95 B,91.59,8.95,1.51,"2,993.54 B",1.02%,7.05%,1.44%,
12M 2021,22.95 B,109.81,6.10,1.33,"3,440.18 B",1.18%,7.79%,1.52%,
12M 2022,22.95 B,144.99,5.14,1.34,"4,473.49 B",1.39%,9.72%,1.86%,
12M 2023,22.95 B,178.29,6.62,1.65,"5,485.06 B",1.64%,10.96%,2.12%,
12M 2024,22.95 B,212.10,6.20,1.61,"6,432.11 B",1.73%,11.96%,2.15%,
