Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,11.18 B,5.36,66.79,6.82,,1.22%,1.75%,6.57%,2.22
12M 2016,11.18 B,15.21,37.15,11.54,,3.30%,4.75%,1.25%,0.88
12M 2017,11.18 B,9.01,72.14,12.20,,1.51%,2.74%,2.16%,1.29
12M 2018,11.18 B,6.82,102.64,10.16,281.52 B,1.10%,2.04%,3.12%,1.43
12M 2019,11.18 B,181.37,4.63,10.43,303.08 B,25.38%,35.37%,2.93%,1.48
12M 2020,11.18 B,-42.87,-17.03,20.56,75.93 B,-6.26%,-9.21%,-0.33%,-0.28
12M 2021,11.18 B,-0.46,-1413.04,16.99,115.67 B,-0.06%,-0.10%,-0.05%,-0.04
12M 2022,11.18 B,2.51,177.69,5.22,339.35 B,0.31%,0.54%,2.56%,1.58
12M 2023,11.18 B,9.39,76.68,7.29,377.43 B,1.12%,1.97%,2.96%,1.60
12M 2024,11.18 B,29.95,30.55,7.81,561.59 B,3.45%,5.91%,4.81%,2.69
