Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,1.41,1.4,0.17,1.43,0.0,0.0,0.09,0.12,0.28
12M 2016,3.31,3.27,0.22,1.44,0.0,0.0,0.15,0.15,0.3
12M 2017,0.73,0.68,0.4,1.81,0.0,0.0,0.28,0.22,0.66
12M 2018,1.03,0.96,0.46,1.86,0.0,0.0,0.31,0.25,0.7
12M 2019,2.43,2.1,0.2,1.39,0.0,0.0,0.09,0.15,0.29
12M 2020,3.71,2.81,0.26,1.47,0.0,0.0,0.18,0.18,0.36
12M 2021,3.4,1.44,0.31,1.68,0.0,0.0,0.21,0.18,0.58
12M 2022,3.13,1.21,0.33,1.76,0.0,0.0,0.22,0.19,0.66
12M 2023,1.91,0.61,0.32,1.75,0.0,0.0,0.24,0.18,0.64
12M 2024,1.94,0.77,0.36,1.71,0.0,0.0,0.3,0.21,0.6
