Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.00 B,317794.51,0.00,0.00,,1.13%,5.96%,30.19%,
12M 2014,1.00 B,3.86,23.32,0.82,,0.81%,2.80%,7.83%,
12M 2015,1.00 B,2.48,21.37,0.41,,0.54%,1.78%,5.65%,
12M 2016,1.00 B,-69.45,-0.94,0.78,,-26.04%,-98.29%,-56.49%,
12M 2017,1.00 B,-16.34,-4.71,0.39,,-7.25%,-29.89%,-38.72%,
12M 2018,1.00 B,-34.60,-1.45,0.19,(28.32 B),-16.98%,-173.28%,-38.72%,
12M 2019,1.00 B,-118.52,-0.42,1.19,(35.58 B),-133.82%,120.26%,1464.43%,
12M 2020,1.00 B,52.98,0.94,0.00,(7.45 B),780.87%,-115.15%,15.47%,
12M 2021,3.40 B,-0.68,-73.53,31.28,(6.66 B),-1.65%,32.91%,-103.26%,-1.48
12M 2022,3.41 B,-0.89,-56.18,5.83,5.70 B,-2.22%,-11.57%,2.57%,0.37
12M 2023,3.41 B,-0.59,-18.64,0.79,17.55 B,-1.47%,-8.27%,12.04%,2.08
12M 2024,3.41 B,1.65,10.30,1.16,16.62 B,4.38%,18.60%,13.07%,1.98
