Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,1.98,,1.18
12M 2014,,,,,,,,,12.23,12.89,0.27,0.25,0.91,0.91,1.36
12M 2015,,,,,,,,,13.72,13.85,0.28,0.27,1.0,1.0,1.41
12M 2016,,,,,,,,,11.44,14.11,0.23,0.26,1.17,1.17,1.38
12M 2017,23.58,,,,15.48,8.51,,,3.68,1.91,0.81,1.03,-3.24,-3.24,0.44
12M 2018,33.54,,,,10.88,10.87,,,2.61,2.68,1.2,1.21,-2.86,-2.86,0.28
12M 2019,96.75,,,,3.77,11.72,,,0.47,0.49,0.29,0.32,-0.25,-0.25,0.02
12M 2020,,,,,,,,,,,,,,,0.01
12M 2021,22.29,,,,16.37,16.37,,,0.22,0.22,0.07,0.08,-0.09,-0.09,0.12
12M 2022,8.81,,,,41.41,44.09,,,0.61,0.62,0.21,0.21,30.64,30.64,1.07
12M 2023,5.69,,,,64.14,54.46,,,1.02,1.04,0.35,0.35,6.78,6.78,1.36
12M 2024,7.53,,,,48.5,32.65,,,1.14,1.16,0.38,0.39,-1.55,-1.55,0.21
