Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,3.04 B,119.03,0.00,0.00,,11.23%,14.38%,42.95%,4.92
12M 2014,3.04 B,183.30,26.84,7.01,,14.90%,18.38%,28.12%,15.02
12M 2015,3.04 B,210.19,19.03,4.75,,14.41%,17.44%,26.78%,12.81
12M 2016,3.04 B,269.03,19.14,5.30,,16.19%,20.65%,28.06%,24.57
12M 2017,3.04 B,331.05,16.61,4.92,,17.47%,22.26%,30.31%,31.64
12M 2018,3.04 B,259.29,18.90,4.00,"1,863.10 B",13.10%,16.60%,23.65%,19.20
12M 2019,2.86 B,312.42,12.68,3.02,"2,166.34 B",13.45%,19.21%,27.36%,23.48
12M 2020,2.86 B,328.90,7.33,1.70,"2,269.76 B",12.07%,20.37%,26.88%,9.66
12M 2021,2.86 B,309.21,12.94,2.57,"2,499.58 B",9.08%,16.87%,20.99%,6.57
12M 2022,2.86 B,84.07,31.16,1.72,"2,102.41 B",2.07%,4.85%,8.28%,2.13
12M 2023,2.86 B,-186.15,-7.12,1.49,"1,077.36 B",-4.22%,-12.35%,-7.50%,-1.19
12M 2024,2.86 B,-413.98,-2.90,1.36,688.38 B,-8.52%,-23.68%,-11.22%,-1.70
