Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,16.33,,1.22
12M 2014,24.41,,112.14,,14.95,13.8,,,0.86,0.81,0.61,0.58,90.73,90.73,1.04
12M 2015,29.81,,92.85,,12.24,10.87,,,0.83,0.74,0.63,0.59,-59.57,-59.57,0.93
12M 2016,35.0,,117.47,,10.43,8.87,,,0.81,0.79,0.62,0.6,52.39,52.39,1.07
12M 2017,38.84,,141.38,,9.4,8.68,,,0.86,0.83,0.63,0.6,15.6,15.6,1.21
12M 2018,39.48,,207.44,,9.24,7.49,,,0.86,0.83,0.63,0.62,-205.91,-205.91,0.98
12M 2019,44.74,,287.26,,8.16,7.52,,,0.79,0.77,0.59,0.58,-7.3,-7.3,0.64
12M 2020,36.09,,293.76,,10.11,9.75,,,0.76,0.72,0.56,0.52,-1.98,-1.98,0.27
12M 2021,29.87,,265.52,,12.22,11.57,,,0.72,0.67,0.51,0.47,-4.05,-4.05,0.44
12M 2022,42.72,,270.13,,8.54,8.61,,,0.59,0.56,0.41,0.38,-1.16,-1.16,0.19
12M 2023,67.41,,,,5.41,5.97,,,0.29,0.28,0.21,0.2,-1.03,-1.03,0.24
12M 2024,94.2,,,,3.87,3.65,,,0.26,0.25,0.19,0.17,-1.01,-1.01,0.38
