Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.22,1.22,0.11,1.28,0.0,0.0,-0.04,0.09,0.28
12M 2014,1.04,1.04,0.06,1.23,0.0,0.0,-0.06,0.05,0.23
12M 2015,0.93,0.93,0.03,1.21,0.0,0.0,-0.06,0.02,0.21
12M 2016,1.07,1.07,0.05,1.28,0.0,0.0,-0.09,0.04,0.28
12M 2017,1.21,1.21,0.03,1.27,0.0,0.0,-0.14,0.02,0.27
12M 2018,0.98,0.98,0.02,1.27,0.0,0.0,-0.11,0.02,0.27
12M 2019,0.64,0.64,0.19,1.43,0.0,0.0,0.13,0.13,0.43
12M 2020,0.27,0.27,0.38,1.69,0.0,0.0,0.3,0.23,0.69
12M 2021,0.44,0.44,0.64,1.86,0.0,0.0,0.59,0.34,0.86
12M 2022,0.19,0.19,1.08,2.34,0.0,0.0,1.04,0.46,1.34
12M 2023,0.24,0.24,1.59,2.93,0.0,0.0,1.54,0.54,1.93
12M 2024,0.38,0.38,1.31,2.78,0.0,0.0,1.23,0.47,1.78
