Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,1.01,,1.73
12M 2013,,790.09,,790.09,,,0.46,,41.88,,0.23,,0.96,,2.49
12M 2014,,1586.31,,1586.31,,,0.23,0.41,16.53,23.02,0.2,0.4,0.56,0.56,4.03
12M 2015,,1017.13,11.68,1005.45,,,0.36,0.35,14.42,14.06,0.29,0.28,0.62,0.62,5.42
12M 2016,,1257.06,24.29,1232.77,,,0.29,0.29,6.52,5.21,0.2,0.21,0.48,0.48,9.39
12M 2017,6.8,1743.27,20.19,1729.88,53.65,53.65,0.21,0.2,4.28,4.28,0.17,0.18,0.43,0.43,8.08
12M 2018,23.35,2116.3,8.2,2131.45,15.63,22.32,0.17,0.16,3.28,3.3,0.14,0.14,0.32,0.32,12.77
12M 2019,80.79,759.09,5.19,834.69,4.52,4.79,0.48,0.48,8.52,8.5,0.35,0.35,0.9,0.9,3.71
12M 2020,78.41,765.75,7.35,836.81,4.66,6.99,0.48,0.47,8.76,8.98,0.37,0.38,1.02,1.02,3.21
12M 2021,4.97,1339.78,12.62,1332.13,73.47,,0.27,0.27,4.81,4.82,0.22,0.23,0.58,0.58,4.52
12M 2022,12.28,1621.56,13.77,1620.07,29.73,14.86,0.23,0.21,5.62,5.22,0.3,0.29,0.64,0.64,4.82
12M 2023,12.35,1757.49,11.85,1757.99,29.56,,0.21,0.2,4.92,4.8,0.29,0.29,0.53,0.53,5.97
12M 2024,,1967.79,13.31,1954.48,,,0.19,0.18,4.75,4.59,0.27,0.25,0.4,0.4,6.34
