Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.73,0.75,0.0,1.8,0.0,0.0,-0.27,0.0,0.8
12M 2013,2.49,1.1,0.0,1.41,0.0,0.0,-0.24,0.0,0.41
12M 2014,4.03,1.57,0.0,1.19,0.0,0.0,-0.22,0.0,0.19
12M 2015,5.42,2.49,0.0,1.12,0.0,0.0,-0.16,0.0,0.12
12M 2016,9.39,3.37,0.0,1.06,0.0,0.0,-0.17,0.0,0.06
12M 2017,8.08,2.13,0.0,1.07,0.0,0.0,-0.11,0.0,0.07
12M 2018,12.77,3.18,0.0,1.04,0.0,0.0,-0.1,0.0,0.04
12M 2019,3.71,1.7,0.0,1.17,0.0,0.0,-0.1,0.0,0.17
12M 2020,3.21,1.42,0.0,1.22,0.0,0.0,-0.25,0.0,0.22
12M 2021,4.52,1.26,0.0,1.14,0.0,0.0,-0.11,0.0,0.14
12M 2022,4.82,1.43,0.0,1.16,0.0,0.0,-0.13,0.0,0.16
12M 2023,5.97,1.75,0.0,1.14,0.0,0.0,-0.17,0.0,0.14
12M 2024,6.34,2.57,0.07,1.14,0.0,0.0,-0.17,0.06,0.14
