Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,-0.46,,0.28
12M 2014,90.82,,79.54,,4.02,3.57,,,16.13,17.49,0.05,0.04,-7.94,-7.94,0.97
12M 2015,49.67,,16.29,,7.35,9.31,,,28.03,23.37,0.09,0.09,8.23,8.23,1.07
12M 2016,67.53,,21.74,,5.41,34.76,,,15.69,18.97,0.04,0.04,-1.83,-1.83,0.83
12M 2017,28.62,,,,12.75,6.48,,,34.86,39.03,0.04,0.04,-7.51,-7.51,0.96
12M 2018,58.4,,,,6.25,2155.91,,,24.45,27.51,0.02,0.02,-1.65,-1.65,0.78
12M 2019,,,,,,,,,37.7,46.71,0.02,0.02,-0.83,-0.83,0.62
12M 2020,,,,,,,,,32.83,45.86,0.01,0.01,-0.27,-0.27,0.26
12M 2021,,,,,,,,,727.52,3839.82,0.04,0.04,3.61,3.61,1.6
12M 2022,,,,,,,,,254.44,280.17,,,0.28,0.28,1.48
12M 2023,,,,,,,,,278.56,212.1,,,0.54,0.54,1.32
12M 2024,,,,,,,,,286.48,336.87,,,0.85,0.85,1.21
