Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.28,0.28,0.37,1.58,0.0,0.0,0.32,0.23,0.56
12M 2014,0.97,0.97,0.21,1.28,0.0,0.0,0.01,0.16,0.27
12M 2015,1.07,1.07,0.17,1.25,0.0,0.0,0.05,0.14,0.24
12M 2016,0.83,0.83,0.14,1.17,0.0,0.0,0.03,0.12,0.16
12M 2017,0.96,0.96,0.15,1.18,0.0,0.0,0.04,0.13,0.17
12M 2018,0.78,0.78,0.05,1.07,0.0,0.0,0.04,0.05,0.07
12M 2019,0.62,0.62,0.05,1.08,0.0,0.0,0.04,0.05,0.07
12M 2020,0.26,0.26,0.0,1.05,0.0,0.0,-0.0,0.0,0.04
12M 2021,1.6,1.6,0.0,1.03,0.0,0.0,-0.0,0.0,0.02
12M 2022,1.48,1.48,0.0,1.03,0.0,0.0,-0.0,0.0,0.02
12M 2023,1.32,1.32,0.0,1.03,0.0,0.0,-0.0,0.0,0.02
12M 2024,1.21,1.21,0.0,1.03,0.0,0.0,-0.0,0.0,0.02
