Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,3.60 B,-84.17,-10.51,2.27,,-6.21%,-27.67%,-5.66%,-7.73
12M 2016,3.60 B,-69.46,-8.35,1.27,,-5.27%,-29.72%,-5.53%,-0.74
12M 2017,3.60 B,-176.34,-2.81,1.38,,-15.74%,-304.38%,-11.67%,-1.42
12M 2018,3.60 B,-18.38,-6.86,0.86,(26.24 B),-11.28%,-44.82%,-16.31%,-0.97
12M 2019,3.60 B,-17.94,-6.69,51.64,(27.08 B),-15.24%,-78.03%,-21.41%,-6.37
12M 2020,3.60 B,-13.12,-9.15,40.77,(29.93 B),-12.30%,-137.68%,-36.43%,-7.10
12M 2021,3.60 B,-11.50,-10.43,36.74,(27.50 B),-11.95%,634.45%,-47.10%,
12M 2022,3.60 B,-15.83,-7.58,71.96,(23.50 B),-21.46%,89.75%,-78.10%,-1131.38
12M 2023,3.60 B,-4.08,-29.41,15485.72,(19.18 B),-6.15%,18.80%,-187.53%,
12M 2024,3.60 B,-7.55,-15.89,803300.25,(22.09 B),-12.71%,25.79%,904.57%,
