Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2014,0.97,0.57,11.94,16.09,0.0,0.0,11.81,0.74,13.75
12M 2015,0.72,0.35,2.36,4.45,0.0,0.0,2.35,0.53,3.18
12M 2016,0.75,0.46,3.23,5.64,0.0,0.0,3.08,0.57,4.24
12M 2017,0.23,0.07,12.95,19.34,0.0,0.0,12.92,0.67,17.74
12M 2018,0.16,0.07,0.73,3.97,0.0,0.0,0.68,0.18,3.05
12M 2019,0.09,0.02,1.24,5.12,0.0,0.0,1.24,0.24,4.27
12M 2020,0.08,0.02,3.04,11.19,0.0,0.0,3.02,0.27,10.58
12M 2021,0.06,0.01,-16.18,-53.08,-0.0,0.0,-16.11,0.3,-56.21
12M 2022,0.05,0.02,-1.83,-4.18,-0.0,0.0,-1.82,0.44,-5.41
12M 2023,0.04,0.01,-1.46,-3.06,-0.0,0.0,-1.45,0.48,-4.24
12M 2024,0.02,0.01,-1.13,-2.03,-0.0,0.0,-1.13,0.56,-3.17
