Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.77,1.76,3.54,4.68,0.0,0.0,3.34,0.76,3.68
12M 2013,1.23,1.22,4.01,5.15,0.0,0.0,3.89,0.78,4.15
12M 2014,1.04,1.03,4.36,5.74,0.0,0.0,4.26,0.76,4.67
12M 2015,0.97,0.96,4.87,6.29,0.0,0.0,4.65,0.77,5.23
12M 2016,0.99,0.97,5.03,6.59,0.0,0.0,4.7,0.76,5.51
12M 2017,0.82,0.81,4.6,5.95,0.0,0.0,4.45,0.77,4.89
12M 2018,0.68,0.68,6.12,7.85,0.0,0.0,5.98,0.78,6.76
12M 2019,0.84,0.84,6.82,8.17,0.0,0.0,6.61,0.83,7.07
12M 2020,0.86,0.85,5.7,7.03,0.0,0.0,5.27,0.81,5.96
12M 2021,0.83,0.82,5.56,6.93,0.0,0.0,5.12,0.8,5.86
12M 2022,0.71,0.71,5.43,6.9,0.0,0.0,4.9,0.79,5.77
12M 2023,0.92,0.9,5.32,6.61,0.0,0.0,4.93,0.8,5.52
12M 2024,0.89,0.88,5.25,6.5,0.0,0.0,4.76,0.81,5.47
